<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SNGS:SMAL;D;20210708;000000;37.7800000;37.9950000;35.6000000;35.6200000;69
MOEX.SNGS:SMAL;D;20210709;000000;34.5000000;36.0050000;34.0100000;35.4500000;30
MOEX.SNGS:SMAL;D;20210712;000000;33.9150000;35.8050000;33.9100000;35.5000000;36
MOEX.SNGS:SMAL;D;20210713;000000;36.6900000;37.7350000;35.2100000;35.4500000;287
MOEX.SNGS:SMAL;D;20210714;000000;34.5000000;35.7100000;34.4100000;35.7100000;22
MOEX.SNGS:SMAL;D;20210715;000000;34.7350000;35.5800000;34.4500000;34.4500000;116
MOEX.SNGS:SMAL;D;20210716;000000;34.0100000;34.6650000;33.9050000;34.2900000;178
MOEX.SNGS:SMAL;D;20210719;000000;32.5000000;33.8400000;32.5000000;32.6050000;183
MOEX.SNGS:SMAL;D;20210720;000000;32.8000000;33.4950000;32.3650000;32.3650000;116
MOEX.SNGS:SMAL;D;20210721;000000;32.5050000;32.9800000;32.3050000;32.9800000;52
MOEX.SNGS:SMAL;D;20210722;000000;32.6000000;33.4500000;32.5000000;33.4000000;90
MOEX.SNGS:SMAL;D;20210723;000000;32.3000000;33.4950000;32.2500000;32.5150000;126
MOEX.SNGS:SMAL;D;20210726;000000;32.2000000;32.7250000;32.1050000;32.4000000;161
MOEX.SNGS:SMAL;D;20210727;000000;32.5500000;32.7400000;32.3300000;32.7400000;45
MOEX.SNGS:SMAL;D;20210728;000000;32.7000000;33.6750000;32.7000000;32.8700000;117
MOEX.SNGS:SMAL;D;20210729;000000;34.8650000;34.8650000;33.0200000;33.5350000;109
MOEX.SNGS:SMAL;D;20210730;000000;33.5000000;33.5000000;32.0750000;32.3000000;59
MOEX.SNGS:SMAL;D;20210802;000000;33.3950000;33.5800000;32.4450000;32.8250000;295
MOEX.SNGS:SMAL;D;20210803;000000;33.0950000;33.5600000;32.0050000;33.5600000;147
MOEX.SNGS:SMAL;D;20210804;000000;32.8900000;33.9450000;32.8900000;33.5600000;60
MOEX.SNGS:SMAL;D;20210805;000000;33.8950000;34.9750000;33.1500000;34.2250000;261
MOEX.SNGS:SMAL;D;20210806;000000;33.3400000;34.2250000;32.6000000;33.6150000;24
MOEX.SNGS:SMAL;D;20210809;000000;33.6200000;34.3350000;32.9000000;34.3350000;302
MOEX.SNGS:SMAL;D;20210810;000000;33.2300000;33.5500000;33.1000000;33.1000000;65
MOEX.SNGS:SMAL;D;20210811;000000;33.7150000;34.2750000;33.3100000;34.2750000;109
MOEX.SNGS:SMAL;D;20210812;000000;34.3300000;34.3300000;34.3300000;34.3300000;1
MOEX.SNGS:SMAL;D;20210813;000000;33.5500000;34.3350000;33.5400000;34.0000000;59
MOEX.SNGS:SMAL;D;20210816;000000;34.9850000;34.9850000;33.6750000;34.4450000;38
MOEX.SNGS:SMAL;D;20210817;000000;33.0150000;34.1200000;33.0150000;33.9000000;62
MOEX.SNGS:SMAL;D;20210818;000000;33.5350000;34.8850000;33.5350000;34.8000000;94
MOEX.SNGS:SMAL;D;20210819;000000;34.0000000;34.2100000;33.6450000;34.2100000;89
MOEX.SNGS:SMAL;D;20210820;000000;33.4250000;33.6000000;32.6700000;32.8250000;167
MOEX.SNGS:SMAL;D;20210823;000000;31.9050000;33.5500000;31.8100000;33.5500000;43
MOEX.SNGS:SMAL;D;20210824;000000;34.5350000;34.5350000;32.7800000;33.9800000;56
MOEX.SNGS:SMAL;D;20210825;000000;34.7800000;34.8450000;33.4100000;33.4100000;56
MOEX.SNGS:SMAL;D;20210826;000000;33.0800000;34.9800000;32.1150000;33.8900000;61
MOEX.SNGS:SMAL;D;20210827;000000;31.7150000;33.6150000;31.7100000;33.5500000;140
MOEX.SNGS:SMAL;D;20210830;000000;34.9650000;34.9700000;33.5550000;33.5550000;62
MOEX.SNGS:SMAL;D;20210831;000000;33.8650000;33.8700000;33.4950000;33.8000000;137
MOEX.SNGS:SMAL;D;20210901;000000;35.8850000;35.8900000;33.6950000;33.9450000;69
MOEX.SNGS:SMAL;D;20210902;000000;34.2600000;34.9650000;33.7600000;34.2950000;142
MOEX.SNGS:SMAL;D;20210903;000000;32.3150000;34.4150000;32.3050000;33.7450000;223
MOEX.SNGS:SMAL;D;20210906;000000;34.7500000;34.7500000;32.2600000;33.9700000;13
MOEX.SNGS:SMAL;D;20210908;000000;33.6050000;33.9800000;33.6050000;33.9800000;37
MOEX.SNGS:SMAL;D;20210909;000000;35.0250000;35.0300000;33.8200000;33.8200000;53
MOEX.SNGS:SMAL;D;20210910;000000;34.9000000;34.9900000;32.7850000;34.4500000;82
MOEX.SNGS:SMAL;D;20210913;000000;33.0300000;33.5850000;33.0300000;33.3900000;33
MOEX.SNGS:SMAL;D;20210914;000000;34.9900000;34.9900000;33.1000000;33.1000000;67
MOEX.SNGS:SMAL;D;20210915;000000;33.9800000;34.9900000;31.7700000;34.9900000;82
MOEX.SNGS:SMAL;D;20210916;000000;32.8800000;34.9850000;32.8050000;33.5000000;64
MOEX.SNGS:SMAL;D;20210917;000000;32.5700000;33.6150000;32.5700000;32.9000000;63
MOEX.SNGS:SMAL;D;20210920;000000;33.9800000;33.9800000;32.1400000;33.2850000;136
MOEX.SNGS:SMAL;D;20210921;000000;32.2300000;33.4300000;31.0350000;32.9150000;98
MOEX.SNGS:SMAL;D;20210922;000000;32.6000000;32.8400000;32.6000000;32.8400000;11
MOEX.SNGS:SMAL;D;20210923;000000;32.9300000;33.1200000;32.8800000;33.1200000;67
MOEX.SNGS:SMAL;D;20210924;000000;31.2150000;33.4500000;31.2100000;32.7400000;87
MOEX.SNGS:SMAL;D;20210927;000000;33.3300000;33.5300000;32.0300000;33.5300000;154
MOEX.SNGS:SMAL;D;20210928;000000;34.5150000;34.7800000;33.1300000;34.0200000;168
MOEX.SNGS:SMAL;D;20210929;000000;34.9000000;35.2500000;34.9000000;34.9950000;171
MOEX.SNGS:SMAL;D;20210930;000000;35.5000000;36.8250000;35.5000000;36.2000000;111
MOEX.SNGS:SMAL;D;20211001;000000;36.9900000;37.0000000;35.8100000;36.1500000;122
MOEX.SNGS:SMAL;D;20211004;000000;34.9200000;36.8000000;34.9200000;36.5350000;317
MOEX.SNGS:SMAL;D;20211005;000000;37.0000000;37.4950000;36.2600000;37.0000000;182
MOEX.SNGS:SMAL;D;20211006;000000;37.7500000;37.9950000;36.9000000;37.3450000;123
MOEX.SNGS:SMAL;D;20211007;000000;34.3200000;37.9950000;34.3100000;36.5100000;111
MOEX.SNGS:SMAL;D;20211008;000000;37.0150000;37.0150000;35.9800000;35.9800000;121
MOEX.SNGS:SMAL;D;20211011;000000;36.2400000;36.2400000;35.7700000;35.7700000;15
MOEX.SNGS:SMAL;D;20211012;000000;37.2600000;37.2600000;37.2600000;37.2600000;3
MOEX.SNGS:SMAL;D;20211013;000000;37.3100000;39.3850000;36.3400000;39.3850000;145
MOEX.SNGS:SMAL;D;20211014;000000;37.9800000;37.9800000;37.0000000;37.2750000;37
MOEX.SNGS:SMAL;D;20211015;000000;36.8600000;37.0000000;35.7800000;35.7800000;104
MOEX.SNGS:SMAL;D;20211018;000000;37.7800000;38.0000000;37.1400000;37.1450000;71
MOEX.SNGS:SMAL;D;20211019;000000;37.1500000;37.9450000;37.1500000;37.9450000;35
MOEX.SNGS:SMAL;D;20211020;000000;37.2500000;37.4800000;37.1950000;37.4800000;16
MOEX.SNGS:SMAL;D;20211021;000000;36.9750000;36.9750000;36.5950000;36.5950000;42
MOEX.SNGS:SMAL;D;20211022;000000;37.2450000;37.2500000;35.8150000;35.8700000;52
MOEX.SNGS:SMAL;D;20211025;000000;36.1250000;36.4550000;35.6050000;35.6050000;79
MOEX.SNGS:SMAL;D;20211026;000000;35.4500000;36.7100000;35.0400000;36.7000000;30
MOEX.SNGS:SMAL;D;20211027;000000;36.5600000;37.7900000;35.5400000;36.1200000;102
MOEX.SNGS:SMAL;D;20211028;000000;37.4450000;37.8850000;34.6500000;35.3400000;181
MOEX.SNGS:SMAL;D;20211101;000000;32.2100000;32.2100000;32.2050000;32.2050000;37
MOEX.SNGS:SMAL;D;20211102;000000;35.9800000;35.9800000;34.2700000;35.7800000;71
MOEX.SNGS:SMAL;D;20211103;000000;33.6000000;33.9500000;33.2250000;33.9500000;49
MOEX.SNGS:SMAL;D;20211105;000000;33.0000000;33.5950000;32.9600000;33.5950000;164
MOEX.SNGS:SMAL;D;20211108;000000;34.9800000;34.9800000;33.8000000;33.9850000;27
MOEX.SNGS:SMAL;D;20211109;000000;34.8750000;34.8750000;33.2750000;33.2750000;78
MOEX.SNGS:SMAL;D;20211110;000000;33.6850000;34.3200000;33.6850000;34.2700000;125
MOEX.SNGS:SMAL;D;20211111;000000;33.8150000;40.8000000;33.6000000;38.7800000;908
MOEX.SNGS:SMAL;D;20211112;000000;39.9800000;48.7800000;38.8100000;48.7800000;882
MOEX.SNGS:SMAL;D;20211115;000000;48.6850000;49.9850000;42.9950000;42.9950000;415
MOEX.SNGS:SMAL;D;20211116;000000;44.8800000;47.0350000;44.8800000;47.0350000;36
MOEX.SNGS:SMAL;D;20211117;000000;47.8250000;47.8300000;42.2400000;44.0800000;149
MOEX.SNGS:SMAL;D;20211118;000000;41.7950000;43.4850000;40.8550000;40.8550000;105
MOEX.SNGS:SMAL;D;20211119;000000;41.8700000;42.9800000;39.7800000;42.9750000;71
MOEX.SNGS:SMAL;D;20211122;000000;40.7800000;41.9600000;39.7100000;41.9550000;39
MOEX.SNGS:SMAL;D;20211123;000000;37.1800000;41.9450000;37.1100000;39.4500000;57
MOEX.SNGS:SMAL;D;20211124;000000;40.9800000;42.3600000;39.6050000;41.1900000;112
MOEX.SNGS:SMAL;D;20211125;000000;39.1200000;41.5500000;37.5100000;40.0800000;25
MOEX.SNGS:SMAL;D;20211126;000000;40.9800000;44.3750000;38.7800000;44.3750000;93
MOEX.SNGS:SMAL;D;20211129;000000;37.4700000;38.7000000;37.4550000;38.7000000;14
MOEX.SNGS:SMAL;D;20211130;000000;39.9800000;40.5450000;36.7000000;36.7000000;38
MOEX.SNGS:SMAL;D;20211201;000000;35.8800000;38.9750000;35.8050000;38.9750000;57
MOEX.SNGS:SMAL;D;20211202;000000;39.9700000;39.9700000;37.0050000;38.9750000;122
MOEX.SNGS:SMAL;D;20211203;000000;42.2850000;42.2900000;38.7800000;39.9000000;109
MOEX.SNGS:SMAL;D;20211206;000000;39.0600000;39.0600000;37.5700000;38.7350000;153
MOEX.SNGS:SMAL;D;20211207;000000;38.4300000;40.5000000;38.4300000;40.5000000;37
MOEX.SNGS:SMAL;D;20211208;000000;40.0000000;40.9700000;37.6000000;37.6000000;120
MOEX.SNGS:SMAL;D;20211209;000000;40.0000000;40.4500000;38.5150000;40.4500000;41
MOEX.SNGS:SMAL;D;20211210;000000;38.7800000;40.3400000;37.8850000;40.3400000;55
MOEX.SNGS:SMAL;D;20211213;000000;38.4100000;38.7700000;37.0550000;38.7700000;229
MOEX.SNGS:SMAL;D;20211214;000000;37.0550000;38.8650000;36.4800000;37.0000000;23
MOEX.SNGS:SMAL;D;20211215;000000;37.0000000;42.4700000;33.0150000;40.6250000;816
MOEX.SNGS:SMAL;D;20211216;000000;42.9950000;42.9950000;40.0950000;40.0950000;89
MOEX.SNGS:SMAL;D;20211217;000000;37.2450000;40.9400000;37.2400000;40.9400000;149
MOEX.SNGS:SMAL;D;20211220;000000;42.4450000;42.4450000;36.5300000;39.9650000;58
MOEX.SNGS:SMAL;D;20211221;000000;37.0900000;40.7550000;37.0900000;40.7550000;22
MOEX.SNGS:SMAL;D;20211222;000000;42.0000000;42.5800000;35.5450000;39.9800000;162
MOEX.SNGS:SMAL;D;20211223;000000;38.1200000;41.5000000;38.1200000;38.6050000;105
MOEX.SNGS:SMAL;D;20211224;000000;37.2300000;40.9800000;36.5700000;38.4000000;7
MOEX.SNGS:SMAL;D;20211227;000000;37.7800000;38.9950000;36.4150000;38.9750000;36
MOEX.SNGS:SMAL;D;20211228;000000;40.9950000;40.9950000;36.2400000;39.2000000;101
MOEX.SNGS:SMAL;D;20211229;000000;39.2000000;39.7000000;39.0050000;39.7000000;6
MOEX.SNGS:SMAL;D;20211230;000000;39.0050000;40.0000000;39.0050000;39.2500000;9
MOEX.SNGS:SMAL;D;20220103;000000;42.9900000;42.9900000;39.6000000;39.9550000;85
MOEX.SNGS:SMAL;D;20220104;000000;39.5800000;40.9200000;39.5150000;40.2000000;50
MOEX.SNGS:SMAL;D;20220105;000000;42.9900000;42.9900000;36.3300000;40.2000000;95
MOEX.SNGS:SMAL;D;20220106;000000;39.5550000;40.7450000;37.7050000;40.7450000;86
MOEX.SNGS:SMAL;D;20220110;000000;42.9900000;42.9900000;39.0050000;39.2950000;59
MOEX.SNGS:SMAL;D;20220111;000000;41.9950000;41.9950000;35.3200000;40.7700000;52
MOEX.SNGS:SMAL;D;20220112;000000;36.4250000;43.9750000;36.4200000;42.8000000;114
MOEX.SNGS:SMAL;D;20220113;000000;41.0000000;43.3950000;37.6000000;41.7200000;61
MOEX.SNGS:SMAL;D;20220114;000000;39.9800000;40.1850000;36.8000000;38.2500000;125
MOEX.SNGS:SMAL;D;20220117;000000;40.8950000;40.8950000;38.3500000;38.3500000;28
MOEX.SNGS:SMAL;D;20220118;000000;36.7800000;38.8700000;36.0500000;37.9700000;81
MOEX.SNGS:SMAL;D;20220119;000000;37.6900000;39.6300000;33.5400000;36.4300000;181
MOEX.SNGS:SMAL;D;20220120;000000;37.4250000;37.8400000;33.2250000;37.5000000;61
MOEX.SNGS:SMAL;D;20220121;000000;35.6200000;37.9700000;35.6200000;35.6400000;82
MOEX.SNGS:SMAL;D;20220124;000000;36.9750000;39.9750000;32.3200000;34.3850000;210
MOEX.SNGS:SMAL;D;20220125;000000;34.5000000;37.9700000;33.6550000;34.9800000;132
MOEX.SNGS:SMAL;D;20220126;000000;35.0050000;38.2700000;34.4000000;34.4000000;35
MOEX.SNGS:SMAL;D;20220127;000000;35.5000000;36.8750000;35.5000000;36.8750000;61
MOEX.SNGS:SMAL;D;20220128;000000;38.4900000;38.9900000;34.4600000;36.0000000;57
MOEX.SNGS:SMAL;D;20220131;000000;39.9800000;39.9800000;33.1000000;37.0000000;50
MOEX.SNGS:SMAL;D;20220201;000000;39.8950000;40.0350000;35.8400000;36.0000000;129
MOEX.SNGS:SMAL;D;20220202;000000;39.0000000;40.5000000;35.9850000;39.9550000;60
MOEX.SNGS:SMAL;D;20220203;000000;36.7800000;40.2000000;35.0050000;40.2000000;57
MOEX.SNGS:SMAL;D;20220204;000000;37.4950000;37.6900000;35.8300000;35.8300000;103
MOEX.SNGS:SMAL;D;20220207;000000;38.2100000;39.8800000;36.0800000;36.0800000;47
MOEX.SNGS:SMAL;D;20220208;000000;35.7150000;36.9950000;35.7150000;36.9950000;48
MOEX.SNGS:SMAL;D;20220209;000000;38.9700000;38.9700000;36.7000000;38.7800000;107
MOEX.SNGS:SMAL;D;20220210;000000;36.0000000;38.9950000;35.8550000;36.6500000;73
MOEX.SNGS:SMAL;D;20220211;000000;37.9750000;37.9750000;35.0400000;35.0400000;113
MOEX.SNGS:SMAL;D;20220214;000000;37.4600000;37.4700000;34.0850000;34.8700000;180
MOEX.SNGS:SMAL;D;20220215;000000;36.8000000;37.1900000;36.5950000;37.1600000;25
MOEX.SNGS:SMAL;D;20220216;000000;34.1000000;36.9750000;34.0500000;34.7800000;163
MOEX.SNGS:SMAL;D;20220217;000000;35.9800000;36.8550000;34.9600000;34.9600000;84
MOEX.SNGS:SMAL;D;20220218;000000;34.9150000;35.3950000;33.8700000;34.0000000;98
MOEX.SNGS:SMAL;D;20220221;000000;34.0000000;34.0000000;28.7800000;29.7800000;463
MOEX.SNGS:SMAL;D;20220222;000000;27.0350000;30.4550000;26.0050000;28.8000000;74
MOEX.SNGS:SMAL;D;20220224;000000;27.0000000;27.0000000;20.0000000;20.7800000;81
MOEX.SNGS:SMAL;D;20220225;000000;24.0000000;25.6500000;22.7800000;25.4800000;70
MOEX.SNGS:SMAL;D;20220324;000000;25.5250000;26.8450000;19.1150000;24.0150000;295
MOEX.SNGS:SMAL;D;20220325;000000;22.9050000;26.7700000;22.9050000;26.7550000;137
MOEX.SNGS:SMAL;D;20220328;000000;20.7800000;20.7800000;20.1050000;20.1050000;40
MOEX.SNGS:SMAL;D;20220329;000000;26.7400000;26.7400000;20.3750000;24.9650000;89
MOEX.SNGS:SMAL;D;20220330;000000;22.2000000;22.2000000;21.6050000;21.6050000;33
MOEX.SNGS:SMAL;D;20220331;000000;23.9800000;25.0000000;23.9800000;25.0000000;140
MOEX.SNGS:SMAL;D;20220401;000000;25.9800000;27.9600000;25.5100000;26.9900000;127
MOEX.SNGS:SMAL;D;20220404;000000;29.5000000;29.5000000;27.6050000;28.6050000;266
MOEX.SNGS:SMAL;D;20220405;000000;27.0300000;27.9900000;26.5000000;26.5000000;18
MOEX.SNGS:SMAL;D;20220406;000000;26.7000000;26.7000000;25.1000000;25.1000000;43
MOEX.SNGS:SMAL;D;20220407;000000;26.9750000;26.9750000;26.0950000;26.0950000;11
MOEX.SNGS:SMAL;D;20220408;000000;27.7800000;27.7800000;27.7800000;27.7800000;1
MOEX.SNGS:SMAL;D;20220411;000000;27.0000000;27.7700000;25.8000000;25.8000000;206
MOEX.SNGS:SMAL;D;20220412;000000;25.6650000;26.9250000;24.3400000;25.4400000;155
MOEX.SNGS:SMAL;D;20220413;000000;26.9450000;26.9450000;25.9500000;26.9200000;17
MOEX.SNGS:SMAL;D;20220414;000000;25.5850000;25.6600000;24.9750000;24.9750000;76
MOEX.SNGS:SMAL;D;20220415;000000;25.0100000;25.0100000;24.6000000;25.0050000;20
MOEX.SNGS:SMAL;D;20220418;000000;24.7000000;24.7000000;23.8000000;23.8000000;10
MOEX.SNGS:SMAL;D;20220419;000000;25.8550000;25.8550000;22.8500000;23.4000000;41
MOEX.SNGS:SMAL;D;20220420;000000;23.2000000;23.2000000;22.9000000;22.9000000;12
MOEX.SNGS:SMAL;D;20220421;000000;23.5000000;23.5000000;22.7400000;22.7400000;17
MOEX.SNGS:SMAL;D;20220422;000000;24.8750000;24.8750000;22.6700000;22.6950000;3
MOEX.SNGS:SMAL;D;20220425;000000;22.0000000;24.1000000;21.7850000;23.0000000;48
MOEX.SNGS:SMAL;D;20220426;000000;22.5300000;23.9900000;22.3950000;23.9650000;12
MOEX.SNGS:SMAL;D;20220427;000000;24.0000000;25.6250000;23.9000000;24.0000000;39
MOEX.SNGS:SMAL;D;20220428;000000;25.9600000;25.9600000;23.2300000;23.2900000;17
MOEX.SNGS:SMAL;D;20220429;000000;24.8750000;24.8800000;24.1350000;24.7800000;15
MOEX.SNGS:SMAL;D;20220504;000000;23.4000000;23.4000000;23.2250000;23.2550000;25
MOEX.SNGS:SMAL;D;20220505;000000;23.5000000;23.5000000;23.1750000;23.1750000;8
MOEX.SNGS:SMAL;D;20220506;000000;23.9750000;24.0050000;23.9750000;24.0050000;5
MOEX.SNGS:SMAL;D;20220511;000000;24.9750000;24.9750000;24.0000000;24.0000000;41
MOEX.SNGS:SMAL;D;20220512;000000;23.2950000;23.2950000;22.8850000;23.2200000;55
MOEX.SNGS:SMAL;D;20220513;000000;22.9000000;23.4700000;21.9450000;22.2350000;44
MOEX.SNGS:SMAL;D;20220516;000000;22.3000000;22.9150000;22.1700000;22.8700000;165
MOEX.SNGS:SMAL;D;20220517;000000;25.1750000;25.1750000;22.2400000;22.2400000;57
MOEX.SNGS:SMAL;D;20220518;000000;24.2000000;24.4600000;23.5050000;23.5050000;14
MOEX.SNGS:SMAL;D;20220519;000000;25.9350000;25.9350000;22.8050000;22.8050000;64
MOEX.SNGS:SMAL;D;20220520;000000;23.0000000;24.8550000;23.0000000;24.8550000;21
MOEX.SNGS:SMAL;D;20220523;000000;22.4300000;22.4300000;22.0000000;22.0000000;48
MOEX.SNGS:SMAL;D;20220524;000000;21.9500000;22.2000000;21.9500000;22.2000000;8
MOEX.SNGS:SMAL;D;20220525;000000;24.9800000;24.9800000;22.4000000;22.5200000;19
MOEX.SNGS:SMAL;D;20220526;000000;22.2150000;23.7600000;22.2050000;23.7500000;144
MOEX.SNGS:SMAL;D;20220527;000000;23.9500000;24.4100000;23.9500000;24.4100000;18
MOEX.SNGS:SMAL;D;20220530;000000;22.8800000;22.8800000;22.7200000;22.7200000;34
MOEX.SNGS:SMAL;D;20220531;000000;22.2500000;24.9250000;22.2500000;24.8650000;8
MOEX.SNGS:SMAL;D;20220601;000000;23.6500000;23.6500000;22.0000000;22.1000000;73
MOEX.SNGS:SMAL;D;20220602;000000;23.6600000;23.6600000;23.4000000;23.4000000;32
MOEX.SNGS:SMAL;D;20220603;000000;23.6850000;23.6850000;21.5850000;21.5850000;59
MOEX.SNGS:SMAL;D;20220606;000000;21.4200000;21.4200000;21.3200000;21.3200000;12
MOEX.SNGS:SMAL;D;20220607;000000;21.4000000;22.8650000;21.0050000;21.9700000;159
MOEX.SNGS:SMAL;D;20220608;000000;22.2000000;22.5500000;21.6250000;22.3100000;12
MOEX.SNGS:SMAL;D;20220609;000000;21.7400000;21.7400000;21.7400000;21.7400000;17
MOEX.SNGS:SMAL;D;20220610;000000;22.7700000;22.7750000;21.6700000;22.1000000;55
MOEX.SNGS:SMAL;D;20220614;000000;23.4750000;23.4750000;21.0250000;23.3250000;13
MOEX.SNGS:SMAL;D;20220615;000000;23.2850000;23.2850000;21.3700000;22.8700000;44
MOEX.SNGS:SMAL;D;20220616;000000;22.4000000;22.9650000;22.2100000;22.8000000;17
MOEX.SNGS:SMAL;D;20220617;000000;23.4100000;23.4100000;22.8900000;22.9100000;90
MOEX.SNGS:SMAL;D;20220620;000000;23.3000000;23.3900000;22.4150000;23.3550000;9
MOEX.SNGS:SMAL;D;20220621;000000;24.7050000;24.7050000;24.7050000;24.7050000;1
MOEX.SNGS:SMAL;D;20220622;000000;23.7700000;23.7700000;23.2000000;23.2000000;22
MOEX.SNGS:SMAL;D;20220623;000000;21.9750000;22.9800000;21.9750000;22.5400000;34
MOEX.SNGS:SMAL;D;20220624;000000;22.1100000;23.9850000;22.1100000;22.5250000;37
MOEX.SNGS:SMAL;D;20220627;000000;24.0850000;24.0850000;22.1450000;22.1550000;78
MOEX.SNGS:SMAL;D;20220628;000000;23.7500000;26.7950000;23.5150000;26.7950000;208
MOEX.SNGS:SMAL;D;20220629;000000;26.9500000;28.9500000;24.6100000;24.8500000;549
MOEX.SNGS:SMAL;D;20220630;000000;24.9000000;27.0200000;24.9000000;27.0200000;16
MOEX.SNGS:SMAL;D;20220701;000000;23.9450000;27.9800000;23.9450000;25.3050000;91
